espn_id,name,position,rookie_season,draft_year,draft_round,draft_pick
4429511,SirVocea Dennis,LB,2023,2023,5,153
4685315,Dani Dennis-Sutton,LB,2026,2026,4,120
3046413,A.J. Derby,TE,2015,2015,6,202
4916560,Drew Desjarlais,G,2022,,,
4427068,MJ Devonshire,CB,2024,2024,7,229
3863052,Micah Dew-Treadway,DT,2022,,,
2512459,Jordan Dewalt-Ondijo,LB,2015,,,
4685332,Kam Dewberry,G,2026,,,
4429014,Gervon Dexter Sr.,DT,2023,2023,2,53
4684542,Garrett DiGiorgio,OT,2026,,,
3042468,Christian DiLauro,OT,2018,,,
3895785,Ben DiNucci,QB,2020,2020,7,231
4367555,J.D. DiRenzo,OT,2023,,,
2981193,Ryan DiSalvo,LS,2017,,,
4567403,Mohamoud Diabate,LB,2023,,,
4686334,Yaya Diaby,LB,2023,2023,3,82
4875079,Marcellas Dial Jr.,CB,2024,2024,6,180
4362081,Cameron Dicker,K,2022,,,
3116132,Garrett Dickerson,TE,2018,,,
4035624,Landon Dickerson,G,2021,2021,2,37
3134316,Matt Dickerson,DE,2018,,,
3929851,Michael Dickson,P,2018,2018,5,149
2578470,Xzavier Dickson,OLB,2015,2015,7,253
2971635,J.J Dielman,G,2017,2017,5,176
4035251,Kellen Diesch,OT,2022,,,
2980460,Gehrig Dieter,WR,2017,,,
3886608,Jon Dietzen,G,2021,,,
4429073,Fadil Diggs,DE,2025,2025,7,254
2577553,Quandre Diggs,S,2015,2015,6,200
2969036,Reggie Diggs,WR,2016,,,
2976212,Stefon Diggs,WR,2015,2015,5,146
4040966,Trevon Diggs,CB,2020,2020,2,51
4431268,Chimere Dike,WR,2025,2025,4,103
3127264,Andre Dillard,OT,2019,2019,1,22
4239934,AJ Dillon,RB,2020,2020,2,62
4411192,Brandon Dillon,TE,2019,,,
3843469,Derrick Dillon,WR,2020,,,
2976629,K.J. Dillon,DB,2016,2016,5,159
2971636,Hunter Dimick,DE,2017,,,
4240464,Victor Dimukeje,DE,2021,2021,6,210
3133361,Joe Dineen,LB,2019,,,
4683128,Jack Dingle,LB,2026,,,
4699678,Khalil Dinkins,TE,2026,,,
4596545,CJ Dippre,TE,2025,,,
2574567,Reese Dismukes,G,2015,,,
3127292,Will Dissly,TE,2018,2018,4,120
4035443,Michael Divinity,LB,2020,,,
3121542,D'Cota Dixon,SAF,2019,,,
4250864,Dai'Jean Dixon,WR,2022,,,
4247944,De'Shaan Dixon,DE,2022,,,
3121413,Johnnie Dixon,WR,2019,,,
2971888,Kenneth Dixon,RB,2016,2016,4,134
5011554,Kyle Dixon,WR,2026,,,
4427079,Lance Dixon,LB,2025,,,
2577619,Riley Dixon,P,2016,2016,7,228
5151880,Thaddeus Dixon,CB,2026,,,
2976500,Travell Dixon,DB,2016,,,
4037478,Gerrid Doaks,RB,2021,2021,7,244
4241985,J.K. Dobbins,RB,2020,2020,2,55
3044720,Joshua Dobbs,QB,2017,2017,4,135
2576019,Josh Doctson,WR,2016,2016,1,22
2977682,Kevin Dodd,OLB,2016,2016,2,33
4035232,Tyrel Dodson,LB,2019,,,
3138765,Michael Dogbe,DE,2019,2019,7,249
4693848,Shaun Dolac,LB,2025,,,
3921586,Jake Dolegala,QB,2019,,,
4682758,Tommy Doman Jr.,P,2026,2026,7,239
4034841,JoJo Domann,LB,2022,,,
2584628,Dylan Donahue,LB,2017,2017,5,181
5081999,CJ Donaldson,RB,2026,,,
2970133,Steve Donatell,TE,2017,,,
4569521,Aaron Donkor,LB,2021,,,
2511692,Andrew Donnal,OT,2015,2015,4,119
3112083,Kendall Donnerson,LB,2018,2018,7,248
3045261,Garret Dooley,LB,2018,,,
2574163,Vontarrius Dora,LB,2016,,,
3916338,Drake Dorbeck,OT,2020,,,
2577071,Makinton Dorleant,CB,2016,,,
4427090,Brandon Dorlus,DE,2024,2024,4,109
4037511,Myles Dorn,SAF,2020,,,
5295981,Cameron Dorner,WR,2026,,,
2579604,Phillip Dorsett,WR,2015,2015,1,29
4027919,Khalil Dorsey,CB,2020,,,
4037235,Greg Dortch,WR,2019,,,
3120980,Keelan Doss,WR,2019,,,
2972135,Lorenzo Doss,CB,2015,2015,5,164
4690004,Tykeem Doss,G,2023,,,
4248909,Elijah Dotson,RB,2023,,,
4361409,Jahan Dotson,WR,2022,2022,1,16
3917599,Kevin Dotson,G,2020,2020,4,135
4361432,Romeo Doubs,WR,2022,2022,4,132
2517676,Brandon Doughty,QB,2016,2016,7,223
4869645,Caleb Douglas,WR,2026,2026,3,75
4427095,DeMario Douglas,WR,2023,2023,6,210
2516927,Jamil Douglas,G,2015,2015,4,114
3943270,Rasul Douglas,CB,2017,2017,3,99
4038815,Rico Dowdle,RB,2020,,,
3929818,Andrew Dowell,LB,2019,,,
4250945,Colton Dowell,WR,2023,2023,7,228
4382464,Michael Dowell,SAF,2024,,,
4870706,Caleb Downs,SAF,2026,2026,1,11
3122593,Devante Downs,ILB,2018,2018,7,225
4431534,Ethan Downs,LB,2025,,,
4688813,Josh Downs,WR,2023,2023,3,79
4040812,Sage Doxtater,OT,2022,,,
4038986,Tommy Doyle,OT,2021,2021,5,161
2979843,Kenyan Drake,RB,2016,2016,3,73
2577042,Spencer Drango,G,2016,2016,5,168
2578539,Ray Drew,DE,2015,,,
3932668,Jack Driscoll,OT,2020,2020,4,145
2574630,Jeff Driskel,QB,2016,2016,6,207
4571627,Ethan Driskell,OT,2024,,,
4678010,Kyron Drones,QB,2026,,,
4567240,Dontario Drummond,WR,2022,,,
4363551,Dylan Drummond,WR,2023,,,
2515405,Kurtis Drummond,FS,2015,,,
4879650,Grant DuBose,WR,2023,2023,7,256
3047558,Thomas Duarte,TE,2016,2016,7,231
2576645,B.J. Dubose,DE,2015,2015,6,193
4427103,Storm Duck,CB,2024,,,
3914371,O'Shea Dugas,OT,2019,,,
4427105,Max Duggan,QB,2023,2023,7,239
5086161,Jaden Dugger,LB,2026,2026,5,154
4401811,Kyle Dugger,SAF,2020,2020,2,37
3123226,Jonathan Duhart,WR,2019,,,
3050138,Austin Duke,WR,2017,,,
4427108,Khalid Duke,DE,2024,,,
4367209,Greg Dulcich,TE,2022,2022,3,80
4061956,Ashton Dulin,WR,2019,,,
4576144,Jordan Dunbar,DB,2026,,,
2516049,Quinton Dunbar,CB,2015,,,
3126197,Steven Dunbar,WR,2018,,,
4372058,Jaelyn Duncan,OT,2023,2023,6,186
3916447,Eric Dungey,QB,2019,,,
4431258,Gennings Dunker,G,2026,2026,3,96
3074320,Jessamen Dunker,OT,2017,,,
4361512,William Dunkle,G,2022,,,
4880478,Anthony Dunn,DE,2026,,,
3057534,Casey Dunn,C,2018,,,
4255989,Isaiah Dunn,CB,2021,,,
2976213,Michael Dunn,OT,2018,,,
4689364,Tommy Dunn,DT,2026,,,
4427117,Quindarius Dunnigan,DE,2026,,,
4708621,Kyre Duplessis,WR,2026,,,
3115366,Malachi Dupre,WR,2017,2017,7,247
2576702,Bud Dupree,OLB,2015,2015,1,22
2976557,Travin Dural,WR,2017,,,
3052021,Chris Durant,OT,2018,,,
4384549,Cobie Durant,CB,2022,2022,4,142
4241213,Yasir Durant,OT,2020,,,
4685347,Zane Durant,DT,2026,2026,5,181
4240042,Cory Durden,DT,2023,,,
4370374,David Durden,WR,2023,,,
3140596,Kenneth Durden,DB,2016,,,
5121433,Zach Durfee,DE,2026,2026,7,233
3917329,Landis Durham,LB,2019,,,
3116618,Step Durham,DB,2018,,,
4372505,Payne Durham,TE,2023,2023,5,171
4039050,Devin Duvernay,WR,2020,2020,3,92
4880472,Tyler Duzansky,LS,2026,,,
3120303,Ross Dwelley,TE,2018,,,
4046544,Michael Dwumfour,DT,2021,,,
3894952,Donteea Dye,WR,2015,,,
4038946,Troy Dye,LB,2020,2020,4,132
4574008,Kenny Dyson,LB,2024,,,
4240865,Silas Dzansi,OT,2023,,,
2518789,Nick Dzubnar,LB,2015,,,
2974590,Ed Eagan,WR,2016,,,
4241378,Adrian Ealy,OT,2021,,,
4426330,Jerrion Ealy,RB,2022,,,
4240591,Nick Easley,WR,2019,,,
4431561,Bryson Eason,DT,2026,,,
4035003,Jacob Eason,QB,2020,2020,4,122
2511557,Andrew East,LS,2018,,,
4609203,Deven Eastern,DT,2026,2026,7,242
2507667,Nick Easton,G,2015,,,
3932960,Dominik Eberle,K,2020,,,
4257591,Arnold Ebiketie,LB,2022,2022,2,38
4259169,Trestan Ebner,RB,2022,2022,6,203
4567138,Justin Eboigbe,DT,2024,2024,4,105
3045527,Samson Ebukam,DE,2017,2017,4,125
4567979,Brandin Echols,CB,2021,2021,6,200
4432695,Power Echols,LB,2025,,,
5084956,Ryan Eckley,P,2026,2026,6,211
2565684,Cornelius Edison,C,2015,,,
3119195,Chase Edmonds,RB,2018,2018,4,134
4572922,Chris Edmonds,SAF,2024,,,
3929950,Tremaine Edmunds,MLB,2018,2018,1,16
3124067,Terrell Edmunds,S,2018,2018,1,28
2970090,Trey Edmunds,RB,2017,,,
3701582,Chuma Edoga,OT,2019,2019,3,92
3051926,Gus Edwards,RB,2018,,,
4408979,Austin Edwards,DE,2020,,,
2507340,Ben Edwards,WR,2015,,,
4038818,Bryan Edwards,WR,2020,2020,3,81
3124889,Chris Edwards,DB,2020,,,
3917660,David Edwards,OT,2019,2019,5,169
4431536,Donovan Edwards,RB,2025,,,
2577845,Jahwan Edwards,RB,2015,,,
4243164,Javier Edwards,NT,2019,,,
4695991,Johnathan Edwards,DB,2025,,,
3061740,Lachlan Edwards,P,2016,2016,7,235
2969921,Mario Edwards,DE,2015,2015,2,35
3155647,Mike Edwards,SAF,2019,2019,3,99
4362015,Mike Edwards,OL,2024,,,
3895392,SaQwan Edwards,DB,2015,,,
3121544,T.J. Edwards,LB,2019,,,
4431077,TeRah Edwards,DT,2025,,,
4875786,Tru Edwards,WR,2025,,,
4242214,Clyde Edwards-Helaire,RB,2020,2020,1,32
4567750,Emeka Egbuka,WR,2025,2025,1,19
3914613,Emeke Egbule,LB,2019,2019,6,200
4567410,Kingsley Eguakun,C,2024,,,
2577637,Sam Eguavoen,LB,2019,,,
2576569,Parker Ehinger,G,2016,2016,4,105
4241820,Sam Ehlinger,QB,2021,2021,6,218
4046694,Liam Eichenberg,OT,2021,2021,2,42
4429560,Tommy Eichenberg,LB,2024,2024,5,148
4371940,Milo Eifler,LB,2021,,,
4035376,Greg Eiland,G,2021,,,
4032052,Dieter Eiselen,G,2020,,,
3039783,Duke Ejiofor,LB,2018,2018,6,177
5279356,Paschal Ekeji,DE,2025,,,
3068267,Austin Ekeler,RB,2017,,,
4608604,Wyett Ekeler,SAF,2025,,,
2576969,Ifo Ekpre-Olomu,CB,2015,2015,7,241
3052059,Daniel Ekuale,DT,2018,,,
4427132,Ikem Ekwonu,OT,2022,2022,1,6
4567399,Kaiir Elam,CB,2022,2022,1,23
4594321,Kaleb Elarms-Orr,LB,2026,2026,4,126
3051929,Corn Elder,CB,2017,2017,5,152
2978298,Jake Eldrenkamp,G,2017,,,
4241933,Ayinde Eley,LB,2023,,,
2976295,Pat Elflein,C,2017,2017,3,70
2969922,Ukeme Eligwe,LB,2017,2017,5,183
4873482,Luke Elkin,LS,2025,,,
3930900,Ben Ellefson,TE,2020,,,
3123863,Emmanuel Ellerbee,LB,2018,,,
3929846,DeShon Elliott,SAF,2018,2018,6,190
2575655,DeAndre Elliott,CB,2016,,,
3051392,Ezekiel Elliott,RB,2016,2016,1,4
3050478,Jake Elliott,K,2017,2017,5,153
4046680,Jalen Elliott,DB,2020,,,
3116598,Javien Elliott,CB,2016,,,
4039052,Jordan Elliott,DT,2020,2020,3,88
4911952,Keyshaun Elliott,LB,2026,2026,5,166
2577731,Alex Ellis,TE,2016,,,
3046430,Brooks Ellis,ILB,2017,,,
3124022,Jordan Ellis,RB,2019,,,
4036214,Tino Ellis,DB,2020,,,
4245273,Christian Elliss,LB,2021,,,
4687592,Jonah Elliss,LB,2024,2024,3,76
3124890,Kaden Elliss,LB,2019,2019,7,244
4571771,Noah Elliss,DL,2022,,,
2980380,Trae Elston,SAF,2016,,,
3115303,Jermaine Eluemunor,G,2017,2017,5,159
2508212,Kyle Emanuel,OLB,2015,2015,5,153
4429568,Martin Emerson,CB,2022,2022,3,68
4240120,Emeka Emezie,WR,2022,,,
4034335,Prince Emili,DT,2022,,,
4869523,Nick Emmanwori,SAF,2025,2025,2,35
4040967,B.J. Emmons,RB,2021,,,
4256065,James Empey,C,2022,,,
4362840,Kingsley Enagbare,LB,2022,2022,5,179
5085189,Jack Endries,TE,2026,2026,7,221
4362532,Ikenna Enechukwu,LB,2023,,,
3051876,Evan Engram,TE,2017,2017,1,23
4040870,Kabion Ento,CB,2019,,,
4240585,A.J. Epenesa,LB,2020,2020,2,54
2576642,Aaron Epps,OT,2016,,,
3139368,Marcus Epps,SAF,2019,2019,6,191
2977800,Alex Erickson,WR,2016,,,
3129455,Donnie Ernsberger,TE,2018,,,
4429693,Aireontae Ersery,OT,2025,2025,2,48
2573974,Tyler Ervin,RB,2016,2016,4,119
2512504,Cameron Erving,G,2015,2015,1,19
4043016,Dee Eskridge,WR,2021,2021,2,56
2577585,Durell Eskridge,FS,2015,,,
4429576,James Ester,G,2024,,,
4569682,Audric Estimé,RB,2024,2024,5,147
3039738,Brisly Estime,WR,2017,,,
4030947,Drew Estrada,WR,2022,,,
4240074,Dorian Etheridge,ILB,2021,,,
4880297,Caleb Etienne,OT,2025,,,
4239996,Travis Etienne,RB,2021,2021,1,25
4685350,Trevor Etienne,RB,2025,2025,4,114
3052450,Danny Etling,QB,2018,2018,7,219
2976215,Amba Etta-Tawo,WR,2017,,,
4046520,Nick Eubanks,TE,2021,,,
2516320,Kaleb Eulls,DT,2015,,,
4244607,Akayleb Evans,CB,2022,2022,4,118
3706968,Bobby Evans,G,2019,2019,3,97
4046530,Chris Evans,RB,2021,2021,6,202
4051575,Darren Evans,DB,2022,,,
4036431,Darrynton Evans,RB,2020,2020,3,93
5125875,Ethan Evans,P,2023,2023,7,223
4360491,Joe Evans,LB,2024,,,
3052660,Jordan Evans,OLB,2017,2017,6,193
3895859,Justin Evans,S,2017,2017,2,50
3140151,Justin Evans,OT,2018,,,
4383528,Mark Evans II,OT,2023,,,
3053027,Marwin Evans,DB,2016,,,
4683243,Mitchell Evans,TE,2025,2025,5,163
4042125,Nate Evans,LB,2020,,,
4600389,Nate Evans,CB,2026,,,
4702908,Omari Evans,WR,2026,,,
2512151,Randall Evans,CB,2015,2015,6,196
3126349,Rashaan Evans,ILB,2018,2018,1,22
4685035,Zach Evans,RB,2023,2023,6,215
2510020,Antoine Everett,G,2015,,,
2578692,Deshazor Everett,DB,2015,,,
3918639,Gerald Everett,TE,2017,2017,2,44
4685327,Daylen Everette,CB,2026,2026,3,85
4889929,Quinn Ewers,QB,2025,2025,7,231
3123658,Austin Exford,DB,2019,,,
4243386,Obinna Eze,OT,2022,,,
4339834,Christopher Ezeala,RB,2018,,,
4683848,Donovan Ezeiruaku,LB,2025,2025,2,44
4373280,Joshua Ezeudu,G,2022,2022,3,67
4769880,KC Eziomume,DB,2026,,,
4570883,Josiah Ezirim,OT,2024,2024,7,239
4362186,Erik Ezukanma,WR,2022,2022,4,125
4360964,Daniel Faalele,G,2022,2022,4,110
2566591,Anthony Fabiano,C,2016,,,
2513205,Tayo Fabuluje,OT,2015,2015,6,183
2574229,Kyler Fackrell,LB,2016,2016,3,88
3045458,Brandon Facyson,DB,2018,,,
4429582,Joe Fagnano,QB,2026,,,
2971573,Ka'imi Fairbairn,K,2016,,,
4646773,Dylan Fairchild,G,2025,2025,3,81
4605858,Rivaldo Fairweather,TE,2025,,,
3043224,Nico Falah,C,2018,,,
3060835,Lo Falemaka,C,2019,,,
3052061,Luke Falk,QB,2018,2018,6,199
2517397,Jason Fanaika,LB,2016,,,
5083076,Harold Fannin Jr.,TE,2025,2025,3,67
5080699,Logan Fano,DE,2026,,,
4870723,Spencer Fano,OT,2026,2026,1,9
2583951,George Fant,OT,2016,,,
4036131,Noah Fant,TE,2019,2019,1,20
4242442,Princeton Fant,TE,2023,,,
3060794,Rashard Fant,DB,2018,,,
4242509,Austin Faoliu,DT,2021,,,
4240859,Caleb Farley,CB,2021,2021,1,22
2579840,Matthias Farley,DB,2016,,,
4394894,Andrew Farmer,LB,2023,,,
2570993,George Farmer,RB,2015,,,
4838270,Jalen Farmer,G,2026,2026,4,113
4611993,Joshua Farmer,DT,2025,2025,4,137
4034843,Matt Farniok,G,2021,2021,7,238
4040612,Luke Farrell,TE,2021,2021,5,145
4242234,Neil Farrell,DE,2022,2022,4,126
2576381,Chase Farris,G,2016,,,
3914920,Rojesterman Farris,DB,2021,,,
2575553,Kenneth Farrow,RB,2016,,,
4431809,Olumuyiwa Fashanu,OT,2024,2024,1,11
3045172,Foley Fatukasi,DT,2018,2018,6,180
4259299,Olakunle Fatukasi,ILB,2022,,,
4870707,Keldric Faulk,DE,2026,2026,1,31
4427170,Troy Fautanu,OT,2024,2024,1,20
4035470,Tavien Feaster,RB,2021,,,
2979482,Dan Feeney,G,2017,2017,3,71
2578367,Travis Feeney,OLB,2016,2016,6,220
3674831,Breiden Fehoko,DT,2020,,,
4360739,Simi Fehoko,WR,2021,2021,5,179
4374148,Viliami Fehoko Jr.,DE,2023,2023,4,129
3042455,Clayton Fejedelem,DB,2016,2016,7,245
2512577,Jon Feliciano,G,2015,2015,4,128
4427173,Luke Felix-Fualalo,OT,2025,,,
4575348,Da'Quan Felton,WR,2025,,,
4035826,Demetric Felton,RB,2021,2021,6,211
4565185,Tai Felton,WR,2025,2025,3,102
3924364,Rashad Fenton,CB,2019,2019,6,201
4362841,DeShaun Fenwick,RB,2024,,,
3843470,Blake Ferguson,LS,2020,2020,6,185
2976549,Reid Ferguson,LS,2016,,,
2984816,Isiah Ferguson,WR,2015,,,
4242355,Jake Ferguson,TE,2022,2022,4,129
3122766,Jaylon Ferguson,LB,2019,2019,3,85
3843603,Jazz Ferguson,WR,2019,,,
2576165,Josh Ferguson,RB,2016,,,
4360728,Parker Ferguson,G,2021,,,
4570037,Terrance Ferguson,TE,2025,2025,2,46
3040520,Tyler Ferguson,QB,2017,,,
4062711,Ethan Fernea,WR,2022,,,
3728258,Clelin Ferrell,DE,2019,2019,1,4
4036055,Maurice Ffrench,WR,2020,,,
2582139,Sam Ficken,K,2017,,,
4590292,Thomas Fidone II,TE,2025,2025,7,219
4043137,DaMarcus Fields,DB,2022,,,
4362887,Justin Fields,QB,2021,2021,1,11
3122607,Shay Fields,WR,2018,,,
3728261,Mark Fields,CB,2019,,,
4682648,Malachi Fields,WR,2026,2026,3,74
4245655,Tony Fields II,LB,2021,2021,5,153
4570706,Bruno Fina,OT,2026,,,
3051333,Sharif Finch,LB,2018,,,
3932429,Chris Finke,WR,2020,,,
4427190,AJ Finley,SAF,2023,,,
3042876,Ryan Finley,QB,2019,2019,4,104
2512172,B.J. Finney,G,2015,,,
3049698,Anthony Firkser,TE,2017,,,
4912338,Aiden Fisher,LB,2026,2026,7,243
4432699,Blake Fisher,OT,2024,2024,2,59
2576971,Jake Fisher,OT,2015,2015,2,53
5125341,Joey Fisher,OT,2023,,,
4035641,Paddy Fisher,LB,2021,,,
4242558,Tucker Fisk,TE,2022,,,
4362245,Braden Fiske,DT,2024,2024,2,39
3047582,Kylie Fitts,LB,2018,2018,6,181
4379401,John FitzPatrick,TE,2022,2022,6,213
5151810,Bishop Fitzgerald,SAF,2026,,,
3087801,Nick Fitzgerald,QB,2019,,,
4568263,Ryan Fitzgerald,K,2025,,,
4036026,Dez Fitzpatrick,WR,2021,2021,4,109
3925345,Minkah Fitzpatrick,FS,2018,2018,1,11
3047488,Matt Flanagan,TE,2018,,,
3931424,Demetrius Flannigan-Fowles,LB,2019,,,
4692176,Jeremy Flax,OT,2024,,,
4565297,Dontae Fleming,WR,2025,,,
2979525,Reese Fleming,DB,2017,,,
4746099,Kenny Fletcher Jr.,TE,2026,,,
4241455,Thomas Fletcher,LS,2021,2021,6,222
2969231,Jacob Flores,C,2016,,,
4566157,Luke Floriea,WR,2025,,,
4429607,Cordale Flott,CB,2022,2022,3,81
5083754,Ryan Flournoy,WR,2024,2024,6,216
4917592,Dallis Flowers,CB,2022,,,
3116375,Dimitri Flowers,RB,2018,,,
2969952,Ereck Flowers,G,2015,2015,1,9
4247386,Malik Flowers,WR,2023,,,
3139591,Quinton Flowers,RB,2018,,,
2574519,Trey Flowers,LB,2015,2015,4,101
3046326,Tre Flowers,CB,2018,2018,5,146
4429615,Zay Flowers,WR,2023,2023,1,22
3043136,Leonard Floyd,DE,2016,2016,1,9
16994,David Fluellen,RB,2015,,,
4573428,Tra Fluellen,SAF,2024,,,
2974808,JP Flynn,G,2017,,,
5212228,Kevin Foelsch,TE,2024,,,
4608357,Marshall Foerner,OT,2026,,,
3910156,Drew Forbes,OT,2019,2019,6,189
4429767,Emmanuel Forbes,CB,2023,2023,1,16
3707061,Cody Ford,OT,2019,2019,2,38
4429770,Courtland Ford,OL,2026,,,
2970410,Dontez Ford,WR,2017,,,
3124069,Isaiah Ford,WR,2017,2017,7,237
4566088,Jaylan Ford,LB,2024,2024,5,175
4372019,Jerome Ford,RB,2022,2022,5,156
3051901,Rudy Ford,FS,2017,2017,6,208
4259762,Jonathan Ford,DT,2022,2022,7,234
3125114,Poona Ford,DT,2018,,,
3052662,Keith Ford,RB,2018,,,
3050916,Mike Ford,DB,2018,,,
4243248,Nick Ford,G,2022,,,
4427207,Trace Ford,LB,2025,,,
4362227,Bryce Ford-Wheaton,WR,2023,,,
4683096,Caden Fordham,LB,2026,,,
3125116,D'Onta Foreman,RB,2017,2017,3,89
4427209,Jeff Foreman,WR,2024,,,
4249599,Liam Fornadel,G,2024,,,
4239088,Darrick Forrest,SAF,2021,2021,5,163
2576678,Josh Forrest,LB,2016,2016,6,190
4040714,Miller Forristall,TE,2021,,,
4242503,Alex Forsyth,C,2023,2023,7,257
4034962,Stone Forsythe,OT,2021,2021,6,208
3125402,Austin Fort,TE,2019,,,
2971751,Reshod Fortenberry,G,2015,,,
4035048,Luke Fortner,C,2022,2022,3,65
4408854,Joseph Fortson,TE,2019,,,
4426457,Isaiah Foskey,DE,2023,2023,2,40
2978124,D.J. Foster,RB,2016,,,
4362769,Javon Foster,OT,2024,2024,4,114
4600597,Montorie Foster Jr,WR,2025,,,
3054844,Reuben Foster,OLB,2017,2017,1,31
3054845,Robert Foster,WR,2018,,,
4361008,Cole Fotheringham,TE,2022,,,
4035666,Leki Fotu,DT,2020,2020,4,114
3120659,Daurice Fountain,WR,2018,2018,5,159
3115364,Leonard Fournette,RB,2017,2017,1,4
5160648,Nyzier Fourqurean,CB,2026,,,
2980100,Dante Fowler Jr.,DE,2015,2015,1,3
2515931,Jalston Fowler,RB,2015,2015,4,108
3916370,Jack Fox,P,2019,,,
3059620,Morgan Fox,DE,2016,,,
4568668,Tomari Fox,DL,2024,,,
4037520,Tomon Fox,LB,2022,,,
2576608,Deshon Foxx,WR,2015,,,
3139166,Mitchell Fraboni,LS,2022,,,
4039366,Jacobi Francis,DB,2022,,,
4583937,Benjie Franklin,DB,2022,,,
4035496,John Franklin,WR,2018,,,
4044133,Sam Franklin Jr.,SAF,2020,,,
4431280,Troy Franklin,WR,2024,2024,4,102
3124005,Zaire Franklin,OLB,2018,2018,7,235
3120464,John Franklin-Myers,DE,2018,2018,4,135
3893609,Andrew Franks,K,2015,,,
4034948,Feleipe Franks,TE,2021,,,
3128439,Jordan Franks,TE,2018,,,
3126350,Josh Frazier,DT,2018,2018,7,246
2972505,Kavon Frazier,FS,2016,2016,6,212
4608890,Miles Frazier,G,2025,2025,5,171
2977874,Mose Frazier,WR,2016,,,
4429775,Zach Frazier,C,2024,2024,2,51
4572685,Zah Frazier,CB,2025,2025,5,169
4429636,Blake Freeland,OT,2023,2023,4,106
4870694,Monroe Freeling,OT,2026,2026,1,19
3122672,Royce Freeman,RB,2018,2018,3,71
4361411,Pat Freiermuth,TE,2021,2021,2,55
2576972,Christian French,LB,2017,,,
3916746,Wesley French,C,2022,,,
4565769,Sean Fresch,DB,2026,,,
2575574,Nolan Frese,LS,2016,,,
2976257,Kyle Friend,C,2016,,,
4045176,Will Fries,G,2021,2021,7,248
3886633,Hjalte Froholdt,G,2019,2019,4,118
4240689,Jake Fromm,QB,2020,2020,5,167
2970698,Isaac Fruechte,WR,2015,,,
3048898,Elliott Fry,K,2020,,,
4429782,Josh Fryar,OT,2025,,,
2513206,Alani Fua,LB,2015,,,
4606711,Taliese Fuaga,OT,2024,2024,1,14
4427234,Josh Fuga,DT,2025,,,
3139522,Travis Fulgham,WR,2019,2019,6,184
4039000,Aaron Fuller,WR,2020,,,
4693934,Andre Fuller,CB,2026,2026,7,236
2971574,Devin Fuller,WR,2016,2016,7,238
4040613,Jordan Fuller,SAF,2020,2020,6,199
3045465,Kendall Fuller,CB,2016,2016,3,84
2978933,Kyle Fuller,G,2017,2017,7,243
3052876,Will Fuller,WR,2016,2016,1,21
4035433,Kristian Fulton,CB,2020,2020,2,61
3045264,Troy Fumagalli,TE,2018,2018,5,156
2977609,Devin Funchess,WR,2015,2015,2,41
4367330,Tyrek Funderburk,CB,2024,,,
4036224,Jake Funk,RB,2021,2021,7,233
4038516,Kendall Futrell,DE,2020,,,
4427238,Dillon Gabriel,QB,2025,2025,3,94
4595342,Oronde Gadsden II,TE,2025,2025,5,165
4048717,Rico Gafford,WR,2018,,,
3115378,Russell Gage,WR,2018,2018,6,194
3128707,Lamont Gaillard,C,2019,2019,6,179
4360469,Amari Gainer,LB,2024,,,
2576621,Charles Gaines,CB,2015,2015,6,189
3127294,Greg Gaines,DT,2019,2019,4,134
4038534,Innis Gaines,SAF,2021,,,
5087235,Jalan Gaines,LB,2026,,,
4367199,Jon Gaines II,G,2023,2023,4,122
5084058,Theron Gaines,LB,2026,,,
4371733,Kenny Gainwell,RB,2021,2021,5,150
3921681,Bailey Gaither,WR,2022,,,
3045149,Matt Galambos,LB,2017,,,
4695800,JJ Galbreath,TE,2025,,,
3676832,Tipa Galeai,LB,2020,,,
4242282,Blake Gallagher,LB,2021,,,
2512369,Andy Gallik,C,2015,2015,6,208
3892883,Neville Gallimore,DT,2020,2020,3,82
3045127,Wayne Gallman,RB,2017,2017,4,140
4036348,Michael Gallup,WR,2018,2018,3,81
4373028,Connor Galvin,OT,2023,,,
2971497,Patrick Gamble,DT,2017,,,
4029893,Antonio Gandy-Golden,WR,2020,2020,4,142
4361348,Dallas Gant,LB,2024,,,
3931774,Malik Gant,DB,2019,,,
4426517,Keenan Garber,CB,2025,,,
4242408,Chase Garbers,QB,2022,,,
2972820,Antonio Garcia,OT,2017,2017,3,85
4039170,Elijah Garcia,DE,2022,,,
2512538,Max Garcia,G,2015,2015,4,133
2980586,Jerrol Garcia-Williams,LB,2017,,,
4334300,Dennis Gardeck,LB,2018,,,
4427250,Sauce Gardner,CB,2022,2022,1,4
2974931,Beau Gardner,TE,2015,,,
4696723,Beau Gardner,LS,2026,,,
2972575,Cole Gardner,OT,2017,,,
4031029,Don Gardner,CB,2022,,,
3924316,Ferrod Gardner,SAF,2022,,,
4034953,C.J. Gardner-Johnson,SAF,2019,2019,4,105
4368033,Nick Gargiulo,G,2024,2024,7,256
2515609,Manasseh Garner,TE,2015,,,
4570294,Mekhi Garner,CB,2023,,,
4890885,Ayden Garnes,CB,2026,,,
2978263,Joshua Garnett,G,2016,2016,1,28
4035109,Cale Garrett,LB,2020,,,
4820589,Chris Garrett,LB,2021,2021,7,252
2575381,Keyarris Garrett,WR,2016,,,
3122132,Myles Garrett,DE,2017,2017,1,1
4363101,Eric Garror,CB,2023,,,
4240655,Jonathan Garvin,DE,2020,2020,7,242
